編號,土地位置
QPQNMLQKJIGGFDA77DG,三興段一小段975地號
QPQNMLQKJIGGFDA77DG,三興段一小段976地號
QPQNMLQKJIGGFDA77DG,三興段一小段977地號
QPQNMLQKJIGGFDA77DG,三興段一小段978地號
QPQNMLQKJIGGFDA77DG,三興段一小段979地號
QPQNMLQKJIGGFDA77DG,三興段一小段981地號
VPPNMLTKJIGGFDA48DG,豐年段二小段383地號
VPPNMLTKJIGGFDA48DG,豐年段二小段384地號
VPPNMLTKJIGGFDA48DG,豐年段二小段385地號
VPPNMLTKJIGGFDA48DG,豐年段二小段386地號
VPPNMLTKJIGGFDA48DG,豐年段二小段387地號
VPPNMLTKJIGGFDA48DG,豐年段二小段388地號
VPPNMLKMJIGGFDA67CG,碧湖段四小段963地號
TPPNMLLJKIGGFDA47DG,中山段三小段112地號
TPPNMLLJKIGGFDA47DG,中山段三小段113地號
TPPNMLLJKIGGFDA47DG,中山段三小段114地號
TPPNMLLJKIGGFDA47DG,中山段三小段115地號
TPPNMLLJKIGGFDA47DG,中山段三小段116地號
TPPNMLLJKIGGFDA47DG,中山段三小段138地號
TPPNMLLJKIGGFDA47DG,中山段三小段139地號
TPPNMLLJKIGGFDA47DG,中山段三小段140地號
TPPNMLLJKIGGFDA47DG,中山段三小段141地號
WPRNMLLJKIGGFDA97DG,圓環段三小段337地號
WPRNMLLJKIGGFDA97DG,圓環段三小段338地號
WPRNMLLJKIGGFDA97DG,圓環段三小段339地號
WPRNMLLJKIGGFDA97DG,圓環段三小段340地號
WPRNMLLJKIGGFDA97DG,圓環段三小段341地號
WPRNMLLJKIGGFDA97DG,圓環段三小段342地號
WPRNMLLJKIGGFDA97DG,圓環段三小段343地號
WPQNMLLJKIGGFDA87DG,萬大段一小段522地號
WPQNMLLJKIGGFDA87DG,萬大段一小段531地號
WPQNMLLJKIGGFDA87DG,萬大段一小段532地號
WPQNMLLJKIGGFDA87DG,萬大段一小段533地號
WPQNMLLJKIGGFDA87DG,萬大段一小段534地號
WPQNMLLJKIGGFDA87DG,萬大段一小段535地號
WPQNMLLJKIGGFDA87DG,萬大段一小段536地號
WPQNMLLJKIGGFDA87DG,萬大段一小段537地號
WPQNMLLJKIGGFDA87DG,萬大段一小段538地號
WPQNMLLJKIGGFDA87DG,萬大段一小段539地號
WPQNMLLJKIGGFDA87DG,萬大段一小段540地號
WPQNMLLJKIGGFDA87DG,萬大段一小段523地號
WPQNMLLJKIGGFDA87DG,萬大段一小段548地號
WPQNMLLJKIGGFDA87DG,萬大段一小段549地號
WPQNMLLJKIGGFDA87DG,萬大段一小段550地號
WPQNMLLJKIGGFDA87DG,萬大段一小段551地號
WPQNMLLJKIGGFDA87DG,萬大段一小段552地號
WPQNMLLJKIGGFDA87DG,萬大段一小段553地號
WPQNMLLJKIGGFDA87DG,萬大段一小段564地號
WPQNMLLJKIGGFDA87DG,萬大段一小段565地號
WPQNMLLJKIGGFDA87DG,萬大段一小段566地號
WPQNMLLJKIGGFDA87DG,萬大段一小段567地號
WPQNMLLJKIGGFDA87DG,萬大段一小段524地號
WPQNMLLJKIGGFDA87DG,萬大段一小段568地號
WPQNMLLJKIGGFDA87DG,萬大段一小段569地號
WPQNMLLJKIGGFDA87DG,萬大段一小段596地號
WPQNMLLJKIGGFDA87DG,萬大段一小段603地號
WPQNMLLJKIGGFDA87DG,萬大段一小段603-1地號
WPQNMLLJKIGGFDA87DG,萬大段一小段525地號
WPQNMLLJKIGGFDA87DG,萬大段一小段526地號
WPQNMLLJKIGGFDA87DG,萬大段一小段527地號
WPQNMLLJKIGGFDA87DG,萬大段一小段528地號
WPQNMLLJKIGGFDA87DG,萬大段一小段529地號
WPQNMLLJKIGGFDA87DG,萬大段一小段530地號
QPPNMLMJKIGGFDA27DG,文林段四小段461地號
QPPNMLMJKIGGFDA27DG,文林段四小段480地號
QPPNMLMJKIGGFDA27DG,文林段四小段481地號
QPPNMLMJKIGGFDA27DG,文林段四小段462地號
QPPNMLMJKIGGFDA27DG,文林段四小段463地號
QPPNMLMJKIGGFDA27DG,文林段四小段464地號
QPPNMLMJKIGGFDA27DG,文林段四小段475地號
QPPNMLMJKIGGFDA27DG,文林段四小段476地號
QPPNMLMJKIGGFDA27DG,文林段四小段477地號
QPPNMLMJKIGGFDA27DG,文林段四小段478地號
QPPNMLMJKIGGFDA27DG,文林段四小段479地號
RPPNMLNJKIGGFDA37CG,萬慶段二小段676-2地號
RPPNMLNJKIGGFDA37CG,萬慶段二小段679地號
RPPNMLNJKIGGFDA37CG,萬慶段二小段679-1地號
RPPNMLNJKIGGFDA37CG,萬慶段二小段680地號
RPPNMLNJKIGGFDA37CG,萬慶段二小段681地號
QPPNMLQJKIGGFDA67DG,懷生段二小段45地號
QPPNMLQJKIGGFDA67DG,懷生段二小段45-2地號
TPQNMLRJKIGGFDA08CG,學府段一小段593-2地號
TPQNMLRJKIGGFDA08CG,學府段一小段602地號
TPQNMLRJKIGGFDA08CG,學府段一小段603地號
TPQNMLRJKIGGFDA08CG,學府段一小段604地號
TPQNMLRJKIGGFDA08CG,學府段一小段605地號
TPQNMLRJKIGGFDA08CG,學府段一小段606地號
TPQNMLRJKIGGFDA08CG,學府段一小段607地號
TPQNMLRJKIGGFDA08CG,學府段一小段593-3地號
TPQNMLRJKIGGFDA08CG,學府段一小段596地號
TPQNMLRJKIGGFDA08CG,學府段一小段597地號
TPQNMLRJKIGGFDA08CG,學府段一小段597-1地號
TPQNMLRJKIGGFDA08CG,學府段一小段598地號
TPQNMLRJKIGGFDA08CG,學府段一小段599地號
TPQNMLRJKIGGFDA08CG,學府段一小段600地號
TPQNMLRJKIGGFDA08CG,學府段一小段601地號
QPPNMLRJKIGGFDA67CG,溫泉段四小段587地號
QPPNMLRJKIGGFDA67CG,溫泉段四小段591地號
QPPNMLRJKIGGFDA67CG,溫泉段四小段593地號
QPPNMLRJKIGGFDA67CG,溫泉段四小段596地號
QPPNMLRJKIGGFDA67CG,溫泉段四小段597地號
QPPNMLRJKIGGFDA67CG,溫泉段四小段598地號
QPPNMLRJKIGGFDA67CG,溫泉段四小段599地號
QPPNMLRJKIGGFDA67CG,溫泉段四小段600地號
QPPNMLRJKIGGFDA67CG,溫泉段四小段601地號
XQPNMLRJKIGGFDA58DG,南港段一小段20-1地號
XQPNMLRJKIGGFDA58DG,南港段一小段31-2地號
XQPNMLRJKIGGFDA58DG,南港段一小段32地號
XQPNMLRJKIGGFDA58DG,南港段一小段33地號
XQPNMLRJKIGGFDA58DG,南港段一小段64地號
XQPNMLRJKIGGFDA58DG,南港段一小段65地號
XQPNMLRJKIGGFDA58DG,南港段一小段66地號
XQPNMLRJKIGGFDA58DG,南港段一小段67地號
XQPNMLRJKIGGFDA58DG,南港段一小段68地號
XQPNMLRJKIGGFDA58DG,南港段一小段68-1地號
XQPNMLRJKIGGFDA58DG,南港段一小段69地號
XQPNMLRJKIGGFDA58DG,南港段一小段20-8地號
XQPNMLRJKIGGFDA58DG,南港段一小段70地號
XQPNMLRJKIGGFDA58DG,南港段一小段71地號
XQPNMLRJKIGGFDA58DG,南港段一小段71-1地號
XQPNMLRJKIGGFDA58DG,南港段一小段72地號
XQPNMLRJKIGGFDA58DG,南港段一小段73地號
XQPNMLRJKIGGFDA58DG,南港段一小段74地號
XQPNMLRJKIGGFDA58DG,南港段一小段75地號
XQPNMLRJKIGGFDA58DG,南港段一小段76地號
XQPNMLRJKIGGFDA58DG,南港段一小段77地號
XQPNMLRJKIGGFDA58DG,中南段一小段78地號
XQPNMLRJKIGGFDA58DG,南港段一小段20-9地號
XQPNMLRJKIGGFDA58DG,南港段一小段79地號
XQPNMLRJKIGGFDA58DG,南港段一小段80地號
XQPNMLRJKIGGFDA58DG,南港段一小段80-1地號
XQPNMLRJKIGGFDA58DG,南港段一小段81地號
XQPNMLRJKIGGFDA58DG,南港段一小段20-10地號
XQPNMLRJKIGGFDA58DG,南港段一小段20-11地號
XQPNMLRJKIGGFDA58DG,南港段一小段20-12地號
XQPNMLRJKIGGFDA58DG,南港段一小段20-13地號
XQPNMLRJKIGGFDA58DG,南港段一小段21地號
XQPNMLRJKIGGFDA58DG,南港段一小段22-2地號
QPQNMLTJKIGGFDA97CG,潭美段五小段140地號
QPQNMLTJKIGGFDA97CG,潭美段五小段141地號
QPQNMLTJKIGGFDA97CG,潭美段五小段141-1地號
QPQNMLTJKIGGFDA97CG,潭美段五小段143地號
QPQNMLTJKIGGFDA97CG,潭美段五小段144地號
QPQNMLTJKIGGFDA97CG,潭美段五小段145地號
QPPNMLTJKIGGFDA87CG,南海段一小段687-1地號
QPPNMLTJKIGGFDA87CG,南海段一小段701地號
QPPNMLTJKIGGFDA87CG,南海段一小段702地號
QPPNMLTJKIGGFDA87CG,南海段一小段688地號
QPPNMLTJKIGGFDA87CG,南海段一小段689地號
QPPNMLTJKIGGFDA87CG,南海段一小段690地號
QPPNMLTJKIGGFDA87CG,南海段一小段691地號
QPPNMLTJKIGGFDA87CG,南海段一小段692地號
QPPNMLTJKIGGFDA87CG,南海段一小段698地號
QPPNMLTJKIGGFDA87CG,南海段一小段699地號
QPPNMLTJKIGGFDA87CG,南海段一小段700地號
QPPNMLOKKIGGFDA47CG,萬芳段二小段662-4地號
QPPNMLOKKIGGFDA47CG,萬芳段二小段658地號
QPPNMLOKKIGGFDA47CG,萬芳段二小段658-4地號
QPPNMLOKKIGGFDA47CG,萬芳段二小段662地號
QPPNMLOKKIGGFDA47CG,萬芳段二小段662-1地號
QPPNMLOKKIGGFDA47CG,萬芳段二小段662-2地號
QPPNMLOKKIGGFDA47CG,萬芳段二小段664地號
QPPNMLOKKIGGFDA47CG,萬芳段二小段675地號
QPPNMLOKKIGGFDA47CG,萬芳段二小段676地號
QPPNMLOKKIGGFDA47CG,萬芳段二小段676-1地號
QPPNMLOKKIGGFDA47CG,萬芳段二小段677地號
QPPNMLOKKIGGFDA47CG,萬芳段二小段662-5地號
QPPNMLOKKIGGFDA47CG,萬芳段二小段677-1地號
QPPNMLOKKIGGFDA47CG,萬芳段二小段678地號
QPPNMLOKKIGGFDA47CG,萬芳段二小段679地號
QPPNMLOKKIGGFDA47CG,萬芳段二小段693地號
QPPNMLOKKIGGFDA47CG,萬芳段二小段664-1地號
QPPNMLOKKIGGFDA47CG,萬芳段二小段658-1地號
QPPNMLOKKIGGFDA47CG,萬芳段二小段658-2地號
QPPNMLOKKIGGFDA47CG,萬芳段二小段658-3地號
QPPNMLOKKIGGFDA47CG,萬芳段二小段658-5地號
QPPNMLOKKIGGFDA47CG,萬芳段二小段657-6地號
QPPNMLOKKIGGFDA47CG,萬芳段二小段657-1地號
QPQNMLQKKIGGFDA77CG,南港段三小段316-1地號
QPQNMLQKKIGGFDA77CG,南港段三小段316-3地號
QPQNMLQKKIGGFDA77CG,南港段三小段316-4地號
QPQNMLQKKIGGFDA77CG,南港段三小段319-5地號
TPQNMLRLKIGGFDA38DG,振興段三小段86地號
TPQNMLRLKIGGFDA38DG,振興段三小段87地號
TPQNMLRLKIGGFDA38DG,振興段三小段88地號
UPPNMLSLKIGGFDA38CG,軟橋段19地號
UPPNMLSLKIGGFDA38CG,軟橋段20地號
UPPNMLSLKIGGFDA38CG,軟橋段21地號
QPPNMLKMKIGGFDA27CG,中山段三小段182地號
QPPNMLKMKIGGFDA27CG,中山段三小段183地號
QPPNMLKMKIGGFDA27CG,中山段三小段184地號
QPPNMLKMKIGGFDA27CG,中山段三小段185地號
XPPNMLNJJHHGFDA87CG,延平段三小段749-9地號
XPPNMLNJJHHGFDA87CG,延平段三小段751地號
XPPNMLNJJHHGFDA87CG,延平段三小段752地號
XPPNMLNJJHHGFDA87CG,延平段三小段753地號
XPPNMLNJJHHGFDA87CG,延平段三小段754地號
XPPNMLNJJHHGFDA87CG,延平段三小段755地號
XPPNMLNJJHHGFDA87CG,延平段三小段756地號
XPPNMLNJJHHGFDA87CG,延平段三小段765-5地號
UPQNMLOJJHHGFDA77CG,北安段一小段165-2地號
UPQNMLOJJHHGFDA77CG,北安段一小段165-4地號
VPPNMLOJJHHGFDA77CG,龍泉段三小段431地號
QPQNMLQJJHHGFDA57CG,北安段一小段163地號
QPQNMLRJJHHGFDA67CG,北安段四小段125-1地號
QPQNMLRJJHHGFDA67CG,長安段四小段126地號
QPQNMLRJJHHGFDA67CG,長安段四小段126-1地號
QPQNMLRJJHHGFDA67CG,長安段四小段127地號
QPQNMLRJJHHGFDA67CG,長安段四小段127-1地號
QPQNMLRJJHHGFDA67CG,長安段四小段128地號
QPQNMLRJJHHGFDA67CG,長安段四小段128-1地號
QPQNMLRJJHHGFDA67CG,長安段四小段129地號
QPQNMLRJJHHGFDA67CG,長安段四小段129-1地號
RPPNMLTKJHHGFDA97CG,陽明段一小段20地號
RPPNMLTKJHHGFDA97CG,陽明段一小段29地號
RPPNMLTKJHHGFDA97CG,陽明段一小段30地號
RPPNMLTKJHHGFDA97CG,陽明段一小段21地號
RPPNMLTKJHHGFDA97CG,陽明段一小段22地號
RPPNMLTKJHHGFDA97CG,陽明段一小段23地號
RPPNMLTKJHHGFDA97CG,陽明段一小段24地號
RPPNMLTKJHHGFDA97CG,陽明段一小段25地號
RPPNMLTKJHHGFDA97CG,陽明段一小段26地號
RPPNMLTKJHHGFDA97CG,陽明段一小段27地號
RPPNMLTKJHHGFDA97CG,陽明段一小段28地號
QPQNMLLLJHHGFDA27CG,大業段三小段232地號
QPQNMLLLJHHGFDA27CG,大業段三小段233地號
QPQNMLLLJHHGFDA27CG,大業段三小段234地號
QPQNMLLLJHHGFDA27CG,大業段三小段235地號
QPQNMLLLJHHGFDA27CG,大業段三小段236地號
QPQNMLLLJHHGFDA27CG,大業段三小段237地號
QPQNMLLLJHHGFDA27CG,大業段三小段250地號
UPPNMLOLJHHGFDA87CG,新民段一小段194地號
UPPNMLOLJHHGFDA87CG,新民段一小段195地號
UPPNMLOLJHHGFDA87CG,新民段一小段198-2地號
TPPNMLRLJHHGFDA08CG,懷生段一小段33地號
TPPNMLRLJHHGFDA08CG,懷生段一小段57-8地號
TPPNMLRLJHHGFDA08CG,懷生段一小段162-3地號
TPPNMLRLJHHGFDA08CG,懷生段一小段34地號
TPPNMLRLJHHGFDA08CG,懷生段一小段35地號
TPPNMLRLJHHGFDA08CG,懷生段一小段36地號
TPPNMLRLJHHGFDA08CG,懷生段一小段37地號
TPPNMLRLJHHGFDA08CG,懷生段一小段38地號
TPPNMLRLJHHGFDA08CG,懷生段一小段57-3地號
TPPNMLRLJHHGFDA08CG,懷生段一小段57-6地號
TPPNMLRLJHHGFDA08CG,懷生段一小段57-7地號
QPQNMLSLJHHGFDA08DG,通化段一小段207地號
QPQNMLSLJHHGFDA08DG,通化段一小段208地號
QPPNMLRJKHHGFDA67CG,正義段一小段430地號
QPPNMLSJKHHGFDA87DG,懷生段四小段548地號
TPPNMLPKKHHGFDA87CG,復興段三小段238地號
SPPNMLNLKHHGFDA67CG,辛亥段四小段496-15地號
SPPNMLNLKHHGFDA67CG,辛亥段四小段511-6地號
SPPNMLNLKHHGFDA67CG,辛亥段四小段511-7地號
SPPNMLNLKHHGFDA67CG,辛亥段四小段512-2地號
SPPNMLNLKHHGFDA67CG,辛亥段四小段527-8地號
SPPNMLNLKHHGFDA67CG,辛亥段四小段507地號
SPPNMLNLKHHGFDA67CG,辛亥段四小段508地號
SPPNMLNLKHHGFDA67CG,辛亥段四小段509-2地號
SPPNMLNLKHHGFDA67CG,辛亥段四小段510地號
SPPNMLNLKHHGFDA67CG,辛亥段四小段510-1地號
SPPNMLNLKHHGFDA67CG,辛亥段四小段511-2地號
SPPNMLNLKHHGFDA67CG,辛亥段四小段511-3地號
SPPNMLNLKHHGFDA67CG,辛亥段四小段511-5地號
TPQNMLPLKHHGFDA08CG,和段三小段303地號
QPPNMLLJLHHGFDA17CG,立農段四小段383地號
QPPNMLLJLHHGFDA17CG,立農段四小段383-1地號
QPPNMLLJLHHGFDA17CG,立農段四小段384地號
QPPNMLLJLHHGFDA17CG,立農段四小段384-1地號
QPPNMLLJLHHGFDA17CG,立農段四小段385地號
QPPNMLLJLHHGFDA17CG,立農段四小段386地號
QPPNMLLJLHHGFDA17CG,立農段四小段387地號
QPPNMLLJLHHGFDA17CG,立農段四小段389地號
QPPNMLLJLHHGFDA17CG,立農段四小段389-1地號
SPQNMLLJLHHGFDA47CG,天母段二小段68-3地號
SPQNMLLJLHHGFDA47CG,天母段二小段68-4地號
SPQNMLLJLHHGFDA47CG,天母段二小段74地號
SPQNMLLJLHHGFDA47CG,天母段二小段75地號
SPQNMLLJLHHGFDA47CG,天母段二小段76地號
SPQNMLLJLHHGFDA47CG,天母段二小段77-1地號
SPQNMLLJLHHGFDA47CG,天母段二小段162-3地號
UPPNMLMJLHHGFDA77DG,天山段一小段293地號
UPPNMLMJLHHGFDA77DG,天山段一小段295地號
UPPNMLMJLHHGFDA77DG,天山段一小段296地號
YPPNMLTJLHHGFDA88DG,圓環段一小段219地號
YPPNMLPKLHHGFDA48CG,正義段一小段842-2地號
SPPNMLRKLHHGFDA08CG,金華段二小段347地號
SPPNMLRKLHHGFDA08CG,金華段二小段347-3地號
SPPNMLLLLHHGFDA57CG,大同段一小段610地號
SPPNMLLLLHHGFDA57CG,大同段一小段611地號
SPPNMLLLLHHGFDA57CG,大同段一小段612地號
RPPNMLMLLHHGFDA57CG,吉林段四小段64-3地號
RPPNMLMLLHHGFDA57CG,吉林段四小段96地號
RPPNMLMLLHHGFDA57CG,吉林段四小段97地號
RPPNMLMLLHHGFDA57CG,吉林段四小段97-3地號
RPPNMLMLLHHGFDA57CG,吉林段四小段97-4地號
RPPNMLMLLHHGFDA57CG,吉林段四小段99地號
RPPNMLMLLHHGFDA57CG,吉林段四小段100地號
RPPNMLMLLHHGFDA57CG,吉林段四小段102地號
RPPNMLMLLHHGFDA57CG,吉林段四小段103地號
RPPNMLMLLHHGFDA57CG,吉林段四小段104地號
RPPNMLMLLHHGFDA57CG,吉林段四小段105地號
RPPNMLMLLHHGFDA57CG,吉林段四小段78地號
RPPNMLMLLHHGFDA57CG,吉林段四小段106地號
RPPNMLMLLHHGFDA57CG,吉林段四小段107地號
RPPNMLMLLHHGFDA57CG,吉林段四小段108地號
RPPNMLMLLHHGFDA57CG,吉林段四小段109地號
RPPNMLMLLHHGFDA57CG,吉林段四小段110地號
RPPNMLMLLHHGFDA57CG,吉林段四小段79地號
RPPNMLMLLHHGFDA57CG,吉林段四小段80地號
RPPNMLMLLHHGFDA57CG,吉林段四小段81地號
RPPNMLMLLHHGFDA57CG,吉林段四小段82地號
RPPNMLMLLHHGFDA57CG,吉林段四小段83地號
RPPNMLMLLHHGFDA57CG,吉林段四小段95地號
RPPNMLMLLHHGFDA57CG,吉林段四小段95-1地號
RPQNMLMLLHHGFDA67CG,北安段一小段14-5地號
RPQNMLMLLHHGFDA67CG,北安段一小段15-2地號
RPQNMLMLLHHGFDA67CG,北安段一小段15-75地號
RPQNMLMLLHHGFDA67CG,北安段一小段15-81地號
RPQNMLMLLHHGFDA67CG,北安段一小段82-3地號
SPPNMLNLLHHGFDA77CG,石潭段四小段228-1地號
QPPNMLLMLHHGFDA47CG,大同段二小段210地號
QPPNMLLMLHHGFDA47CG,大同段二小段211地號
SPQNMLLJMHHGFDA67DG,軟橋段82地號
QPPNMLMKMHHGFDA47CG,陽明段一小段759-3地號
QPPNMLMKMHHGFDA47CG,陽明段一小段760地號
QPPNMLMKMHHGFDA47CG,陽明段一小段761地號
QPPNMLMKMHHGFDA47CG,陽明段一小段761-1地號
QPPNMLMKMHHGFDA47CG,陽明段一小段762地號
QPPNMLMKMHHGFDA47CG,陽明段一小段763地號
QPPNMLOKMHHGFDA67CG,經貿段8-1地號
QPPNMLOKMHHGFDA67CG,經貿段8-2地號
QPPNMLOKMHHGFDA67CG,經貿段8-3地號
TPPNMLPKMHHGFDA18DG,寶清段三小段698地號
TPPNMLPKMHHGFDA18DG,寶清段三小段699地號
XPPNMLSKMHHGFDA78CG,懷生段四小段322地號
XPPNMLSKMHHGFDA78CG,懷生段四小段328地號
WPPNMLLLMHHGFDA18DG,木柵段二小段535-2地號
WPPNMLLLMHHGFDA18DG,木柵段二小段538-3地號
WPPNMLLLMHHGFDA18DG,木柵段二小段543地號
WPPNMLLLMHHGFDA18DG,木柵段二小段535-1地號
QPPNMLMLMHHGFDA57CG,舊宗段83-2地號
QPPNMLMLMHHGFDA57CG,舊宗段83-11地號
QPPNMLMLMHHGFDA57CG,舊宗段83-12地號
UPQNMLPLMHHGFDA48DG,雅祥段四小段218-1地號
TPQNMLQJNHHGFDA28CG,瑞安段三小段650-3地號
QPPNMLLKNHHGFDA47CG,寶清段七小段469地號
XPQNMLLKNHHGFDA28CG,文昌段二小段217-1地號
XPQNMLLKNHHGFDA28CG,文昌段二小段218地號
XPQNMLLKNHHGFDA28CG,文昌段二小段219地號
XPQNMLLKNHHGFDA28CG,文昌段二小段220地號
XPQNMLLKNHHGFDA28CG,文昌段二小段221地號
XPQNMLLKNHHGFDA28CG,文昌段二小段222地號
XPQNMLLKNHHGFDA28CG,文昌段二小段226地號
XPQNMLLKNHHGFDA28CG,文昌段二小段226-1地號
QPQNMLNKNHHGFDA77CG,漢中段二小段5-6地號
QPQNMLNKNHHGFDA77CG,漢中段二小段5-11地號
QPQNMLNKNHHGFDA77CG,漢中段二小段8-1地號
QPQNMLNKNHHGFDA77CG,漢中段二小段8-2地號
QPQNMLNKNHHGFDA77CG,漢中段二小段8-7地號
QPPNMLNKNHHGFDA77DG,大龍段一小段482-1地號
QPPNMLNKNHHGFDA77DG,大龍段一小段483-3地號
QPPNMLNKNHHGFDA77DG,大龍段一小段483-4地號
QPPNMLNKNHHGFDA77DG,大龍段一小段484-8地號
QPPNMLNKNHHGFDA77DG,大龍段一小段484-9地號
RQPNMLNLNHHGFDA08DG,學府段一小段281地號
RQPNMLNLNHHGFDA08DG,學府段一小段281-9地號
RQPNMLNLNHHGFDA08DG,學府段一小段281-10地號
RQPNMLNLNHHGFDA08DG,學府段一小段281-11地號
RQPNMLNLNHHGFDA08DG,學府段一小段281-12地號
RQPNMLNLNHHGFDA08DG,學府段一小段281-13地號
RQPNMLNLNHHGFDA08DG,學府段一小段281-14地號
RQPNMLNLNHHGFDA08DG,學府段一小段281-15地號
RQPNMLNLNHHGFDA08DG,學府段一小段281-16地號
RQPNMLNLNHHGFDA08DG,學府段一小段281-17地號
RQPNMLNLNHHGFDA08DG,學府段一小段281-18地號
RQPNMLNLNHHGFDA08DG,學府段一小段281-1地號
RQPNMLNLNHHGFDA08DG,學府段一小段281-2地號
RQPNMLNLNHHGFDA08DG,學府段一小段281-3地號
RQPNMLNLNHHGFDA08DG,學府段一小段281-4地號
RQPNMLNLNHHGFDA08DG,學府段一小段281-5地號
RQPNMLNLNHHGFDA08DG,學府段一小段281-6地號
RQPNMLNLNHHGFDA08DG,學府段一小段281-7地號
RQPNMLNLNHHGFDA08DG,學府段一小段281-8地號
UPPNMLKMNHHGFDA08DG,雅祥段三小段61地號
UPPNMLKMNHHGFDA08DG,雅祥段三小段62地號
UPPNMLKMNHHGFDA08DG,雅祥段三小段63地號
UPPNMLKMNHHGFDA08DG,雅祥段三小段64地號
UPQNMLKMNHHGFDA08CG,蘭雅段三小段362地號
UPQNMLKMNHHGFDA08CG,蘭雅段三小段363地號
UPQNMLKMNHHGFDA08CG,蘭雅段三小段364地號
ZPPNMLLJOHHGFDA48DG,長安段一小段703-1地號
ZPPNMLLJOHHGFDA48DG,長安段一小段703-2地號
ZPPNMLLJOHHGFDA48DG,長安段一小段704地號
ZPPNMLLJOHHGFDA48DG,長安段一小段705地號
ZPPNMLLJOHHGFDA48DG,長安段一小段706地號
SPQNMLSJOHHGFDA58DG,中山段三小段58地號
SPQNMLSJOHHGFDA58DG,中山段三小段59地號
SPQNMLSJOHHGFDA58DG,中山段三小段60地號
SPQNMLSJOHHGFDA58DG,中山段三小段61地號
SPQNMLSJOHHGFDA58DG,中山段三小段62地號
SPQNMLSJOHHGFDA58DG,中山段三小段71地號
TPPNMLLKOHHGFDA87CG,直興段二小段501地號
TPPNMLLKOHHGFDA87CG,直興段二小段519地號
TPPNMLLKOHHGFDA87CG,直興段二小段520地號
TPPNMLLKOHHGFDA87CG,直興段二小段502地號
TPPNMLLKOHHGFDA87CG,直興段二小段503地號
TPPNMLLKOHHGFDA87CG,直興段二小段506地號
TPPNMLLKOHHGFDA87CG,直興段二小段507地號
TPPNMLLKOHHGFDA87CG,直興段二小段508地號
TPPNMLLKOHHGFDA87CG,直興段二小段509地號
TPPNMLLKOHHGFDA87CG,直興段二小段513地號
TPPNMLLKOHHGFDA87CG,直興段二小段514地號
QPQNMLQKOHHGFDA28DG,漢中段三小段899地號
QPQNMLQKOHHGFDA28DG,漢中段三小段902地號
QPQNMLQKOHHGFDA28DG,漢中段三小段903地號
QPQNMLQKOHHGFDA28DG,漢中段三小段904地號
UPPNMLRKOHHGFDA58CG,雙連段三小段690地號
UPPNMLRKOHHGFDA58CG,雙連段三小段729地號
UPPNMLRKOHHGFDA58CG,雙連段三小段730地號
UPPNMLRKOHHGFDA58CG,雙連段三小段731地號
UPPNMLRKOHHGFDA58CG,雙連段三小段732地號
UPPNMLRKOHHGFDA58CG,雙連段三小段733地號
UPPNMLRKOHHGFDA58CG,雙連段三小段734地號
UPPNMLRKOHHGFDA58CG,雙連段三小段735地號
UPPNMLRKOHHGFDA58CG,雙連段三小段736地號
UPPNMLRKOHHGFDA58CG,雙連段三小段737地號
UPPNMLRKOHHGFDA58CG,雙連段三小段738地號
UPPNMLRKOHHGFDA58CG,雙連段三小段691地號
UPPNMLRKOHHGFDA58CG,雙連段三小段739地號
UPPNMLRKOHHGFDA58CG,雙連段三小段739-1地號
UPPNMLRKOHHGFDA58CG,雙連段三小段739-2地號
UPPNMLRKOHHGFDA58CG,雙連段三小段739-3地號
UPPNMLRKOHHGFDA58CG,雙連段三小段739-4地號
UPPNMLRKOHHGFDA58CG,雙連段三小段739-5地號
UPPNMLRKOHHGFDA58CG,雙連段三小段739-6地號
UPPNMLRKOHHGFDA58CG,雙連段三小段739-8地號
UPPNMLRKOHHGFDA58CG,雙連段三小段739-9地號
UPPNMLRKOHHGFDA58CG,雙連段三小段740地號
UPPNMLRKOHHGFDA58CG,雙連段三小段692地號
UPPNMLRKOHHGFDA58CG,雙連段三小段740-1地號
UPPNMLRKOHHGFDA58CG,雙連段三小段740-2地號
UPPNMLRKOHHGFDA58CG,雙連段三小段740-3地號
UPPNMLRKOHHGFDA58CG,雙連段三小段740-4地號
UPPNMLRKOHHGFDA58CG,雙連段三小段740-5地號
UPPNMLRKOHHGFDA58CG,雙連段三小段741地號
UPPNMLRKOHHGFDA58CG,雙連段三小段742地號
UPPNMLRKOHHGFDA58CG,雙連段三小段743地號
UPPNMLRKOHHGFDA58CG,雙連段三小段744地號
UPPNMLRKOHHGFDA58CG,雙連段三小段744-1地號
UPPNMLRKOHHGFDA58CG,雙連段三小段693地號
UPPNMLRKOHHGFDA58CG,雙連段三小段697地號
UPPNMLRKOHHGFDA58CG,雙連段三小段698地號
UPPNMLRKOHHGFDA58CG,雙連段三小段726地號
UPPNMLRKOHHGFDA58CG,雙連段三小段727地號
UPPNMLRKOHHGFDA58CG,雙連段三小段728地號
TPPNMLLLOHHGFDA08DG,新光段二小段278-12地號
TPPNMLLLOHHGFDA08DG,新光段二小段278-13地號
TPPNMLLLOHHGFDA08DG,新光段二小段278-14地號
TPPNMLLLOHHGFDA08DG,新光段二小段278-15地號
RPPNMLMLOHHGFDA87CG,大同段二小段181地號
RPPNMLMLOHHGFDA87CG,大同段二小段194地號
RPPNMLMLOHHGFDA87CG,大同段二小段195地號
